0.991088, 0.784628, -1.79007
0.990518, 0.784998, -1.78988
0.990023, 0.78502, -1.78981
0.990577, 0.784791, -1.78995
0.990041, 0.784792, -1.78986
0.990483, 0.784857, -1.7899
0.98987, 0.784682, -1.78987
0.989924, 0.784751, -1.78987
0.990498, 0.784718, -1.78994
0.989924, 0.784751, -1.78987
0.990232, 0.784937, -1.78985
0.990053, 0.784679, -1.78989
0.989996, 0.784774, -1.78986
0.989999, 0.784586, -1.78982
0.990033, 0.784859, -1.78985
0.990501, 0.785088, -1.78986
0.989372, 0.784395, -1.78987
0.991033, 0.784627, -1.79005
0.989924, 0.784877, -1.78984
0.990501, 0.785088, -1.78986
0.989701, 0.784125, -1.78991
0.990439, 0.784813, -1.78991
0.990013, 0.784833, -1.78985
0.990245, 0.785135, -1.7898
0.990573, 0.78466, -1.78998
0.989989, 0.784724, -1.78988
0.990033, 0.784859, -1.78985
0.99058, 0.784817, -1.78995
0.990749, 0.784568, -1.79
0.989776, 0.784894, -1.78981
0.991065, 0.784641, -1.79006
0.990537, 0.784801, -1.78993
0.990337, 0.784714, -1.78992
0.989286, 0.784515, -1.78986
0.990037, 0.784764, -1.78987
0.990879, 0.785378, -1.79059
0.990161, 0.785169, -1.78978
0.990514, 0.78478, -1.78994
0.990877, 0.784607, -1.79002
0.990243, 0.784965, -1.78984
0.989784, 0.784776, -1.78984
0.990877, 0.784607, -1.79002
0.990483, 0.784857, -1.7899
0.990011, 0.784818, -1.78986
0.988893, 0.78453, -1.79
0.99108, 0.784925, -1.79004
0.989743, 0.784635, -1.78986
0.989022, 0.78395, -1.7901
0.989381, 0.784414, -1.78986
0.990012, 0.784685, -1.78988
0.989868, 0.784655, -1.78992
0.989226, 0.78449, -1.78991
0.990879, 0.785378, -1.79059
0.989944, 0.785158, -1.78977
0.990317, 0.784925, -1.78988
0.990799, 0.784626, -1.79
0.990973, 0.784646, -1.79003
0.991096, 0.784663, -1.79006
0.990769, 0.78473, -1.78996
0.990628, 0.784897, -1.78995
0.990052, 0.784832, -1.78985
0.990232, 0.784937, -1.78985
0.990938, 0.784989, -1.78999
0.990289, 0.785061, -1.78983
0.989338, 0.784091, -1.78992
0.988893, 0.78453, -1.79
0.99046, 0.785046, -1.78986
0.990419, 0.784925, -1.7899
0.989066, 0.783989, -1.79009
0.989336, 0.783672, -1.79004
0.989368, 0.784697, -1.78983
0.990566, 0.783771, -1.79007
0.98916, 0.784455, -1.78991
0.989128, 0.784458, -1.78994
0.990796, 0.784598, -1.79
0.99058, 0.784817, -1.78995
0.989185, 0.784155, -1.78998
0.990824, 0.78464, -1.79
0.989415, 0.784024, -1.78993
0.98909, 0.784339, -1.78993
0.989166, 0.783732, -1.79008
0.989312, 0.784434, -1.78988
0.989929, 0.784096, -1.78987
0.989297, 0.784489, -1.78986
0.989331, 0.784196, -1.78992
0.990518, 0.784657, -1.78996
0.990382, 0.784979, -1.78987
0.990797, 0.785142, -1.78987
0.990981, 0.785065, -1.78998
0.989679, 0.784272, -1.78992
0.989758, 0.784536, -1.78986
0.989282, 0.784439, -1.7899
0.989295, 0.784089, -1.78996
0.990514, 0.78478, -1.78994
0.990187, 0.784744, -1.78987
0.990554, 0.78478, -1.78995
0.990561, 0.784832, -1.78994
0.989059, 0.784376, -1.78996
0.989301, 0.78438, -1.78989
0.989074, 0.784022, -1.79008
0.989216, 0.784418, -1.78991
0.988983, 0.784442, -1.79
0.989253, 0.784526, -1.78987
0.990171, 0.785109, -1.78981
0.990204, 0.783425, -1.78997
0.989144, 0.78433, -1.7899
0.989059, 0.784376, -1.78996
0.989816, 0.78442, -1.78985
0.989023, 0.783925, -1.79011
0.989283, 0.784517, -1.78988
0.991151, 0.784943, -1.79006
0.990912, 0.784974, -1.78998
0.98927, 0.783703, -1.79006
0.989787, 0.784314, -1.7898
0.98938, 0.784346, -1.78987
0.988993, 0.783731, -1.79018
0.989209, 0.783706, -1.79005
0.989431, 0.78405, -1.7899
0.990779, 0.784799, -1.78995
0.990779, 0.784799, -1.78995
0.990975, 0.78492, -1.79001
0.989192, 0.783731, -1.79007
0.989223, 0.784115, -1.78998
0.990835, 0.784771, -1.78998
0.990965, 0.785077, -1.78998
0.988958, 0.783767, -1.79016
0.989364, 0.784427, -1.78986
0.98978, 0.784438, -1.78986
0.990808, 0.784807, -1.78996
0.989781, 0.784506, -1.78985
0.989743, 0.784635, -1.78986
0.989677, 0.784286, -1.78985
0.989059, 0.783735, -1.79011
0.990965, 0.785077, -1.78998
0.989014, 0.783741, -1.79017
0.990907, 0.78471, -1.79
0.990886, 0.784991, -1.78996
0.989431, 0.78405, -1.7899
0.989785, 0.784659, -1.78988
0.990554, 0.78478, -1.78995
0.989813, 0.784151, -1.78989
0.989351, 0.784443, -1.78985
